Make,Model,Location,First registration,Mileage,Power,Transmission,Fuel,Drive type,Consumption,CO2 emissions,Body color,Interior color,Interior material,Body,Doors,Seats,Price
Volkswagen,Arteon,Germany,3/2024,11 000 km,315 hp,Automatic,Petrol,4x4,8.9 l/100km,177 g/km,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5.0,76499.0
Audi,RS3,Germany,8/2024,0 km,394 hp,Automatic,Petrol,4x4,8.2 l/100km,188 g/km,White,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5.0,76449.0
Audi,RS3,Germany,11/2024,2 200 km,394 hp,Automatic,Petrol,4x4,8.2 l/100km,188 g/km,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5.0,76449.0
Toyota,Land Cruiser,Germany,8/2024,20 km,201 hp,Automatic,Diesel,4x4,7.6 l/100km,206 g/km,White,Black interior,Full leather interior,SUV / offroad,,5.0,76449.0
Audi,A5,Germany,11/2024,5 000 km,201 hp,Automatic,Petrol,4x4,5.5 l/100km,144 g/km,Grey,Black interior,Cloth interior,Station Wagon,2/3 doors,5.0,76449.0
Volkswagen,T6 California,Germany,6/2023,10 km,201 hp,Automatic,Diesel,4x2,6.8 l/100km,180 g/km,Grey,Black interior,Cloth interior,Cargo VAN,4/5 doors,4.0,76449.0
Mercedes-Benz,GLS 400,Germany,5/2020,125 000 km,326 hp,Automatic,Diesel,4x4,8.9 l/100km,236 g/km,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,7.0,76449.0
Audi,SQ7,Netherlands,6/2018,160 744 km,430 hp,Automatic,Diesel,4x4,7.1 l/100km,189 g/km,Black,Other interior color,Full leather interior,SUV / offroad,4/5 doors,2.0,73399.0
Mercedes-Benz,Vito,Netherlands,1/2021,84 920 km,161 hp,Automatic,Diesel,4x4,6.5 l/100km,195 g/km,Grey,Grey interior,Cloth interior,Cargo VAN,4/5 doors,3.0,73399.0
Alfa Romeo,Stelvio,Italy,9/2023,1 km,207 hp,Automatic,Diesel,4x4,5.6 l/100km,157 g/km,Red,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,73399.0
Land Rover,Range Rover Sport,Italy,7/2022,45 000 km,245 hp,Automatic,Diesel,4x4,9.2 l/100km,209 g/km,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,73399.0
Mercedes-Benz,Sprinter,Netherlands,5/2023,24 755 km,168 hp,Automatic,Diesel,4x2,8.6 l/100km,229 g/km,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,2.0,73399.0
BMW,X6,Austria,6/2022,49 090 km,335 hp,Automatic,Diesel,4x4,5.9 l/100km,179 g/km,Grey,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5.0,73349.0
Volkswagen,Crafter,Netherlands,2/2024,79 km,138 hp,Automatic,Diesel,4x2,7.7 l/100km,202 g/km,Black,Black interior,Cloth interior,Cargo VAN,4/5 doors,2.0,73349.0
Ford,Transit Custom,Netherlands,8/2024,21 km,168 hp,Automatic,Diesel,4x2,6.4 l/100km,166 g/km,Grey,Black interior,Cloth interior,Cargo VAN,4/5 doors,3.0,73349.0
Mercedes-Benz,Sprinter,Netherlands,8/2023,7 443 km,168 hp,Automatic,Diesel,4x2,10.7 l/100km,283 g/km,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,2.0,73349.0
Mercedes-Benz,Sprinter,Netherlands,1/2024,210 km,168 hp,Automatic,Diesel,4x2,,,White,Other interior color,Cloth interior,Cargo VAN,2/3 doors,3.0,73349.0
Mercedes-Benz,Sprinter,Netherlands,1/2024,129 km,168 hp,Automatic,Diesel,4x2,10.7 l/100km,283 g/km,White,Other interior color,Other interior material,Cargo VAN,4/5 doors,7.0,73349.0
BMW,520,Germany,11/2024,50 km,194 hp,Automatic,Diesel,4x4,5.4 l/100km,143 g/km,White,Brown interior,Part leather interior,Sedans / saloons,4/5 doors,5.0,73349.0
Mercedes-Benz,Sprinter,Germany,10/2024,32 km,188 hp,Automatic,Diesel,4x4,12.3 l/100km,321 g/km,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,3.0,73349.0
Maserati,Levante,Germany,3/2022,38 400 km,326 hp,Automatic,Petrol,4x4,9.2 l/100km,220 g/km,,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,73349.0
Mercedes-Benz,Sprinter,Germany,10/2024,27 km,188 hp,Automatic,Diesel,4x4,12.3 l/100km,321 g/km,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,3.0,73349.0
BMW,840,Austria,5/2021,43 100 km,329 hp,Automatic,Petrol,4x4,,,Blue,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5.0,73349.0
Alfa Romeo,Stelvio,Italy,12/2023,50 km,207 hp,Automatic,Diesel,4x4,5.6 l/100km,157 g/km,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,73349.0
Mercedes-Benz,E 200,Germany,8/2024,10 km,224 hp,Automatic,Petrol,4x2,1 l/100km,144 g/km,White,Brown interior,Full leather interior,Sedans / saloons,4/5 doors,5.0,73349.0
Mercedes-Benz,GLC 63 AMG,France,12/2023,3 000 km,671 hp,Automatic,Hybrid,4x4,,170 g/km,Grey,,,SUV / offroad,4/5 doors,5.0,156199.0
Audi,RSQ8,France,11/2020,59 309 km,591 hp,Automatic,Petrol,4x4,12.1 l/100km,277 g/km,Black,Black interior,,SUV / offroad,4/5 doors,5.0,156199.0
Audi,RS6,France,7/2020,46 764 km,591 hp,Automatic,Petrol,4x4,12.1 l/100km,263 g/km,Grey,Black interior,,Station Wagon,4/5 doors,5.0,156199.0
BMW,XM,France,4/2024,10 000 km,644 hp,Automatic,Hybrid,4x4,,43 g/km,Grey,,,SUV / offroad,4/5 doors,5.0,156199.0
Bentley,Bentayga,Austria,5/2017,136 900 km,599 hp,Automatic,Petrol,4x4,12.4 l/100km,296 g/km,White,Brown interior,Full leather interior,SUV / offroad,4/5 doors,5.0,156199.0
Land Rover,Range Rover Sport,France,11/2023,11 500 km,503 hp,Automatic,Hybrid,4x4,,18 g/km,Grey,,,SUV / offroad,4/5 doors,5.0,156199.0
Aston Martin,Vantage,France,9/2019,15 230 km,503 hp,Automatic,Petrol,4x2,11.2 l/100km,268 g/km,Blue,Black interior,Full leather interior,Coupe,2/3 doors,2.0,156199.0
Porsche,Cayenne,France,2/2024,1 400 km,464 hp,Automatic,Hybrid,4x4,,36 g/km,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,156199.0
Porsche,991,Netherlands,5/2015,24 698 km,469 hp,Automatic,Petrol,4x2,12.1 l/100km,289 g/km,Grey,Other interior color,Alcantara interior,Coupe,2/3 doors,2.0,156199.0
Porsche,991,France,2/2018,47 029 km,444 hp,Automatic,Petrol,4x2,9.7 l/100km,220 g/km,Silver,,,Cabriolet,2/3 doors,4.0,156199.0
Audi,RSQ8,France,12/2019,53 000 km,591 hp,Automatic,Petrol,4x4,12.1 l/100km,277 g/km,White,Black interior,,SUV / offroad,4/5 doors,5.0,156199.0
Land Rover,Range Rover,France,11/2023,5 000 km,503 hp,Automatic,Hybrid,4x4,,17 g/km,Black,,,SUV / offroad,4/5 doors,5.0,156199.0
Land Rover,Defender,France,3/2024,20 km,394 hp,Automatic,Hybrid,4x4,,57 g/km,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,156199.0
Porsche,992,France,10/2019,29 210 km,444 hp,Automatic,Petrol,4x2,8.6 l/100km,205 g/km,Blue,,,Coupe,2/3 doors,4.0,156199.0
Mercedes-Benz,GLC 63 AMG,France,7/2024,1 500 km,671 hp,Automatic,Hybrid,4x4,,170 g/km,Black,,,SUV / offroad,4/5 doors,5.0,156199.0
Porsche,992,Spain,1/2022,26 800 km,473 hp,Automatic,Petrol,4x2,10.2 l/100km,224 g/km,Grey,Other interior color,Other interior material,Cabriolet,2/3 doors,4.0,156199.0
Jaguar,F-Type,France,11/2023,200 km,567 hp,Automatic,Petrol,4x4,11 l/100km,252 g/km,Green,,,Coupe,2/3 doors,2.0,156199.0
Porsche,992,Netherlands,5/2019,33 406 km,444 hp,Automatic,Petrol,4x4,9.9 l/100km,225 g/km,Blue,Black interior,Full leather interior,Cabriolet,2/3 doors,4.0,156199.0
Land Rover,Range Rover Sport,France,3/2023,7 000 km,503 hp,Automatic,Hybrid,4x4,,19 g/km,Black,Beige interior,,SUV / offroad,4/5 doors,5.0,156199.0
Maserati,Grecale,France,12/2022,9 900 km,523 hp,Automatic,Petrol,4x4,10.6 l/100km,254 g/km,Black,Black interior,,SUV / offroad,4/5 doors,5.0,156199.0
Porsche,Cayenne,France,4/2024,6 500 km,464 hp,Automatic,Hybrid,4x4,,33 g/km,Grey,Black interior,,SUV / offroad,4/5 doors,5.0,151099.0
Land Rover,Range Rover,France,7/2023,12 010 km,503 hp,Automatic,Hybrid,4x4,,20 g/km,Grey,,Full leather interior,SUV / offroad,4/5 doors,5.0,151099.0
Porsche,992,Netherlands,10/2020,49 911 km,444 hp,Automatic,Petrol,4x2,9.8 l/100km,223 g/km,Grey,Other interior color,Full leather interior,Cabriolet,2/3 doors,4.0,151099.0
Porsche,Cayenne,France,2/2024,8 000 km,464 hp,Automatic,Hybrid,4x4,,37 g/km,Grey,Black interior,,SUV / offroad,4/5 doors,5.0,151099.0
Aston Martin,DB11,Germany,5/2020,11 796 km,503 hp,Automatic,Petrol,4x2,11.1 l/100km,265 g/km,Black,Black interior,Full leather interior,Cabriolet,2/3 doors,4.0,151099.0
Alpine,A110,Netherlands,6/2024,3 810 km,296 hp,Automatic,Petrol,4x2,6.4 l/100km,153 g/km,White,Other interior color,Alcantara interior,Coupe,2/3 doors,2.0,151099.0
Audi,RSQ8,France,6/2021,9 995 km,591 hp,Automatic,Petrol,4x4,11.6 l/100km,277 g/km,White,Black interior,,SUV / offroad,4/5 doors,5.0,151099.0
Audi,Q8,France,6/2021,9 995 km,335 hp,Automatic,Petrol,4x4,8.6 l/100km,197 g/km,White,Black interior,,SUV / offroad,4/5 doors,5.0,151099.0
Maserati,Levante,France,4/2022,19 000 km,573 hp,Automatic,Petrol,4x4,13.8 l/100km,329 g/km,,,,SUV / offroad,4/5 doors,5.0,151099.0
Mercedes-Benz,C 63 AMG,Austria,2/2013,59 870 km,510 hp,Automatic,Petrol,4x2,12.3 l/100km,288 g/km,Silver,Black interior,Full leather interior,Coupe,2/3 doors,4.0,151049.0
Jeep,Wrangler,Netherlands,12/2024,1 km,280 hp,Automatic,Petrol,4x4,9 l/100km,222 g/km,Black,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5.0,151049.0
Mercedes-Benz,G 63 AMG,Netherlands,1/2019,123 358 km,577 hp,Automatic,Petrol,4x4,14.3 l/100km,342 g/km,Blue,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,151049.0
Porsche,Boxster,Netherlands,3/2024,8 000 km,394 hp,Automatic,Petrol,4x2,9.6 l/100km,230 g/km,Blue,Black interior,Full leather interior,Cabriolet,2/3 doors,2.0,151049.0
Mercedes-Benz,G 400,Spain,4/2021,54 800 km,326 hp,Automatic,Diesel,4x4,10.6 l/100km,282 g/km,Blue,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,151049.0
Porsche,992,Netherlands,5/2020,63 460 km,445 hp,Automatic,Petrol,4x4,9.9 l/100km,225 g/km,Black,Black interior,Full leather interior,Cabriolet,2/3 doors,4.0,151049.0
Porsche,992,Germany,3/2023,24 091 km,444 hp,Automatic,Petrol,4x2,9.8 l/100km,223 g/km,Black,Black interior,Part leather interior,Cabriolet,2/3 doors,4.0,151049.0
Mercedes-Benz,G 400,Netherlands,3/2020,88 150 km,326 hp,Automatic,Diesel,4x4,10.9 l/100km,289 g/km,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,151049.0
Audi,RS6,Netherlands,1/2021,53 500 km,591 hp,Automatic,Petrol,4x4,12.1 l/100km,263 g/km,Grey,Black interior,Part leather interior,Station Wagon,4/5 doors,5.0,151049.0
Audi,R8,Belgium,10/2020,38 500 km,562 hp,Automatic,Petrol,4x4,13.6 l/100km,311 g/km,Grey,Other interior color,Other interior material,Cabriolet,2/3 doors,2.0,151049.0
Porsche,992,France,8/2020,14 231 km,444 hp,Manual,Petrol,4x2,9.4 l/100km,212 g/km,White,Black interior,Full leather interior,Coupe,2/3 doors,4.0,151049.0
Audi,RSQ3,Netherlands,1/2024,15 km,394 hp,Automatic,Petrol,4x4,9.6 l/100km,202 g/km,Blue,Other interior color,Part leather interior,SUV / offroad,4/5 doors,5.0,145949.0
Porsche,992,Belgium,3/2023,6 400 km,380 hp,Automatic,Petrol,4x4,9.8 l/100km,223 g/km,Grey,Other interior color,Full leather interior,Coupe,2/3 doors,4.0,145949.0
Porsche,992,Belgium,5/2022,7 000 km,380 hp,Automatic,Petrol,4x2,9.4 l/100km,215 g/km,Red,Black interior,Full leather interior,Coupe,2/3 doors,4.0,145949.0
Porsche,992,Spain,3/2021,8 500 km,380 hp,Automatic,Petrol,4x4,9.7 l/100km,221 g/km,Black,Other interior color,Other interior material,Cabriolet,2/3 doors,4.0,145899.0
BMW,X6,Netherlands,5/2024,9 987 km,335 hp,Automatic,Diesel,4x4,,,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,145899.0
Mercedes-Benz,G 500,Germany,1/2024,6 500 km,416 hp,Automatic,Petrol,4x4,14.2 l/100km,340 g/km,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,145899.0
Audi,RS6,Netherlands,4/2021,61 289 km,591 hp,Automatic,Petrol,4x4,12.1 l/100km,263 g/km,Grey,Other interior color,Full leather interior,Station Wagon,4/5 doors,5.0,145899.0
Mercedes-Benz,G 500,Germany,1/2024,6 100 km,416 hp,Automatic,Petrol,4x4,14.2 l/100km,340 g/km,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,145899.0
Mercedes-Benz,G 500,Germany,8/2023,700 km,416 hp,Automatic,Petrol,4x4,14.5 l/100km,340 g/km,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,145899.0
Mercedes-Benz,AMG GT R,Netherlands,4/2018,87 979 km,577 hp,Automatic,Petrol,4x2,12.1 l/100km,289 g/km,Green,Other interior color,Part leather interior,Coupe,2/3 doors,2.0,145899.0
Mercedes-Benz,AMG GT,Netherlands,1/2020,69 995 km,632 hp,Automatic,Petrol,4x4,,,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,4.0,145899.0
Mercedes-Benz,AMG GT,Germany,1/2020,69 995 km,632 hp,Automatic,Petrol,4x4,,,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,4.0,145899.0
Land Rover,Defender,Netherlands,8/2022,14 594 km,394 hp,Automatic,Petrol,4x4,9.9 l/100km,220 g/km,Silver,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,145899.0
Bentley,Bentayga,France,12/2020,35 000 km,542 hp,Automatic,Petrol,4x4,12.3 l/100km,294 g/km,Grey,Black interior,,SUV / offroad,4/5 doors,5.0,145899.0
Mercedes-Benz,G 63 AMG,Germany,12/2018,95 000 km,577 hp,Automatic,Petrol,4x4,14.4 l/100km,343 g/km,Grey,,,SUV / offroad,4/5 doors,5.0,145899.0
BMW,M3,Germany,5/2018,7 km,453 hp,Automatic,Petrol,4x2,8.8 l/100km,204 g/km,Grey,Black interior,Full leather interior,Sedans / saloons,4/5 doors,4.0,145899.0
Mercedes-Benz,GLC 63 AMG,France,11/2023,24 999 km,671 hp,Automatic,Hybrid,4x4,,170 g/km,Grey,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5.0,145899.0
Land Rover,Range Rover Sport,France,7/2023,8 269 km,503 hp,Automatic,Hybrid,4x4,,20 g/km,Black,,,SUV / offroad,4/5 doors,5.0,145899.0
Porsche,991,Germany,7/2015,19 900 km,424 hp,Automatic,Petrol,4x2,9.7 l/100km,228 g/km,Orange,Black interior,Part leather interior,Cabriolet,2/3 doors,4.0,145899.0
Audi,RS6,Netherlands,10/2020,30 302 km,591 hp,Automatic,Petrol,4x4,12.1 l/100km,263 g/km,Grey,Black interior,Full leather interior,Station Wagon,4/5 doors,5.0,145899.0
Audi,R8,Germany,11/2020,16 000 km,532 hp,Automatic,Petrol,4x2,13.2 l/100km,303 g/km,White,Black interior,Other interior material,Cabriolet,2/3 doors,2.0,142899.0
Porsche,Cayman,Austria,4/2021,25 500 km,414 hp,Manual,Petrol,4x2,10.5 l/100km,251 g/km,Black,Black interior,Full leather interior,Coupe,2/3 doors,2.0,142899.0
Land Rover,Range Rover Sport,Austria,6/2023,12 000 km,296 hp,Automatic,Diesel,4x4,8 l/100km,211 g/km,Grey,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5.0,142849.0
BMW,X7,Germany,8/2024,0 km,375 hp,Automatic,Petrol,4x4,10.6 l/100km,220 g/km,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,7.0,142799.0
BMW,M4,Netherlands,6/2024,5 619 km,524 hp,Automatic,Petrol,4x4,9.7 l/100km,232 g/km,Black,Black interior,Full leather interior,Cabriolet,2/3 doors,4.0,142799.0
Porsche,992,Italy,3/2023,9 465 km,380 hp,Automatic,Petrol,4x2,9.6 l/100km,218 g/km,Black,Black interior,Full leather interior,Cabriolet,2/3 doors,4.0,142799.0
Mercedes-Benz,AMG GT R,Germany,3/2020,55 000 km,577 hp,Automatic,Petrol,4x2,12.1 l/100km,290 g/km,,Black interior,Full leather interior,Coupe,2/3 doors,2.0,142799.0
Porsche,992,France,2/2020,32 493 km,444 hp,Automatic,Petrol,4x2,8.6 l/100km,205 g/km,Black,,,Coupe,2/3 doors,4.0,142799.0
Porsche,991,Germany,4/2015,18 250 km,469 hp,Automatic,Petrol,4x2,12.1 l/100km,289 g/km,Yellow,Other interior color,Alcantara interior,Coupe,2/3 doors,2.0,142799.0
Porsche,992,Germany,2/2024,8 992 km,380 hp,Automatic,Petrol,4x2,9.4 l/100km,215 g/km,White,Black interior,Part leather interior,Coupe,2/3 doors,4.0,142799.0
Porsche,992,Germany,7/2022,19 895 km,444 hp,Automatic,Petrol,4x4,9.9 l/100km,225 g/km,Red,Black interior,Full leather interior,Cabriolet,2/3 doors,4.0,142749.0
BMW,M5,Spain,6/2021,39 200 km,626 hp,Automatic,Petrol,4x4,11.3 l/100km,258 g/km,Green,Other interior color,Other interior material,Sedans / saloons,4/5 doors,4.0,142749.0
Audi,RS6,Netherlands,1/2020,37 928 km,591 hp,Automatic,Petrol,4x4,12.1 l/100km,263 g/km,Grey,Black interior,Full leather interior,Station Wagon,4/5 doors,5.0,142799.0
Porsche,Panamera,France,4/2019,37 029 km,550 hp,Automatic,Other fuel type,4x2,,72 g/km,,Other interior color,Other interior material,Sedans / saloons,4/5 doors,4.0,142749.0
Audi,RSQ8,Austria,9/2020,58 300 km,591 hp,Automatic,Petrol,4x4,12.1 l/100km,277 g/km,Black,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5.0,142749.0
Land Rover,Range Rover Sport,France,7/2023,9 486 km,503 hp,Automatic,Hybrid,4x4,,20 g/km,Green,,,SUV / offroad,4/5 doors,5.0,142749.0
BMW,X5,France,12/2023,11 250 km,298 hp,Automatic,Other fuel type,4x4,,186 g/km,,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,142749.0
Ford,F-150,France,2/2022,11 824 km,451 hp,Automatic,Petrol,4x2,,,Blue,,,Pick-up,4/5 doors,4.0,142749.0
Porsche,992,Belgium,1/2021,17 262 km,444 hp,Automatic,Petrol,4x2,9.6 l/100km,220 g/km,Black,Black interior,Full leather interior,Coupe,2/3 doors,4.0,142749.0
Land Rover,Range Rover,Italy,4/2024,110 km,245 hp,Automatic,Diesel,4x4,7.8 l/100km,215 g/km,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,142699.0
Mercedes-Benz,G 400,Germany,4/2023,21 500 km,326 hp,Automatic,Diesel,4x4,11.2 l/100km,297 g/km,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,138499.0
Porsche,Cayman,Austria,10/2024,199 km,394 hp,Automatic,Petrol,4x2,10.1 l/100km,230 g/km,Grey,Other interior color,Other interior material,Coupe,2/3 doors,2.0,138499.0
Porsche,991,Germany,2/2017,50 000 km,573 hp,Automatic,Petrol,4x4,8.9 l/100km,212 g/km,White,Black interior,Alcantara interior,Coupe,2/3 doors,4.0,138499.0
Mercedes-Benz,G 63 AMG,Germany,10/2018,64 399 km,577 hp,Automatic,Petrol,4x4,14.3 l/100km,342 g/km,Red,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,138499.0
Porsche,991,Germany,3/2018,22 650 km,365 hp,Automatic,Petrol,4x4,9.2 l/100km,210 g/km,Blue,Beige interior,Full leather interior,Coupe,2/3 doors,4.0,138499.0
Porsche,992,Germany,4/2022,8 600 km,380 hp,Automatic,Petrol,4x2,9.4 l/100km,215 g/km,Green,Black interior,Full leather interior,Coupe,2/3 doors,4.0,138499.0
Porsche,991,France,5/2018,27 500 km,445 hp,Automatic,Petrol,4x2,9.6 l/100km,220 g/km,Black,Other interior color,Other interior material,Coupe,2/3 doors,4.0,138499.0
BMW,740,France,8/2024,8 000 km,286 hp,Automatic,Other fuel type,4x4,,160 g/km,,Other interior color,Other interior material,Sedans / saloons,4/5 doors,5.0,138499.0
Porsche,992,France,6/2019,42 000 km,444 hp,Automatic,Petrol,4x2,9.6 l/100km,220 g/km,Grey,Black interior,Full leather interior,Coupe,2/3 doors,4.0,138499.0
Porsche,991,Netherlands,8/2017,57 353 km,444 hp,Automatic,Petrol,4x2,9.1 l/100km,208 g/km,Grey,Black interior,Part leather interior,Cabriolet,2/3 doors,4.0,138499.0
Porsche,992,Spain,6/2023,17 099 km,380 hp,Automatic,Petrol,4x2,9.4 l/100km,215 g/km,Grey,Other interior color,Other interior material,Coupe,2/3 doors,4.0,138499.0
Porsche,991,Netherlands,7/2018,42 000 km,444 hp,Automatic,Petrol,4x4,9.7 l/100km,220 g/km,Blue,Black interior,Part leather interior,Cabriolet,2/3 doors,4.0,138499.0
Porsche,992,Spain,10/2021,21 044 km,380 hp,Automatic,Petrol,4x2,9.4 l/100km,215 g/km,Blue,Other interior color,Other interior material,Coupe,2/3 doors,4.0,138499.0
Porsche,992,Spain,3/2021,39 950 km,444 hp,Automatic,Petrol,4x2,9.6 l/100km,220 g/km,Silver,Other interior color,Other interior material,Coupe,2/3 doors,4.0,138499.0
Audi,RSQ8,Netherlands,2/2021,69 591 km,591 hp,Automatic,Petrol,4x4,12.1 l/100km,277 g/km,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,138499.0
Porsche,991,Germany,11/2013,46 500 km,553 hp,Automatic,Petrol,4x4,9.5 l/100km,227 g/km,Black,Black interior,Full leather interior,Coupe,2/3 doors,4.0,138499.0
Porsche,992,Spain,7/2020,34 500 km,444 hp,Automatic,Petrol,4x2,9.6 l/100km,220 g/km,Black,Other interior color,Other interior material,Coupe,2/3 doors,4.0,138499.0
Land Rover,Range Rover Sport,France,2/2024,300 km,434 hp,Automatic,Hybrid,4x4,,17 g/km,Grey,,,SUV / offroad,4/5 doors,5.0,138499.0
Bentley,Continental GTC,Germany,7/2015,47 151 km,520 hp,Automatic,Petrol,4x4,,,White,Beige interior,Full leather interior,Cabriolet,2/3 doors,4.0,138499.0
Porsche,992,Spain,11/2021,9 200 km,380 hp,Automatic,Petrol,4x2,9.4 l/100km,215 g/km,Black,Other interior color,Other interior material,Coupe,2/3 doors,4.0,138499.0
Porsche,991,Germany,7/2017,33 426 km,444 hp,Automatic,Petrol,4x2,9.1 l/100km,208 g/km,Black,Black interior,Alcantara interior,Cabriolet,2/3 doors,4.0,135449.0
BMW,X4 M,Netherlands,1/2024,6 778 km,503 hp,Automatic,Petrol,4x4,10.2 l/100km,244 g/km,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,135449.0
Audi,RS7,Netherlands,8/2020,59 856 km,591 hp,Automatic,Petrol,4x4,12 l/100km,263 g/km,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,4.0,135449.0
BMW,M3,Netherlands,10/2023,5 116 km,503 hp,Automatic,Petrol,4x4,10 l/100km,248 g/km,Brown,Other interior color,Cloth interior,Sedans / saloons,4/5 doors,5.0,135449.0
Mercedes-Benz,G 400,Spain,5/2021,106 000 km,326 hp,Automatic,Diesel,4x4,10.6 l/100km,282 g/km,Green,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,135449.0
Ford,Mustang,Netherlands,2/2021,20 269 km,518 hp,Manual,Petrol,4x2,,,White,Black interior,Alcantara interior,Coupe,2/3 doors,4.0,135449.0
BMW,X6,Netherlands,1/2024,25 000 km,208 hp,Automatic,Diesel,4x4,,,Black,Black interior,Other interior material,SUV / offroad,4/5 doors,5.0,135449.0
Lotus,Exige,Germany,3/2020,9 790 km,430 hp,Manual,Petrol,4x2,9.6 l/100km,230 g/km,White,Black interior,Alcantara interior,Coupe,2/3 doors,2.0,135449.0
Porsche,991,Belgium,6/2014,73 280 km,553 hp,Automatic,Petrol,4x4,9.5 l/100km,227 g/km,White,Beige interior,Full leather interior,Coupe,2/3 doors,4.0,135449.0
Mercedes-Benz,SL 55 AMG,Belgium,4/2023,23 800 km,469 hp,Automatic,Petrol,4x2,15 l/100km,15 g/km,Black,Other interior color,Full leather interior,Cabriolet,2/3 doors,2.0,135449.0
Mercedes-Benz,G 400,Germany,11/2019,46 870 km,326 hp,Automatic,Diesel,4x4,10.9 l/100km,289 g/km,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,135449.0
Mercedes-Benz,G 500,Netherlands,1/2019,105 000 km,416 hp,Automatic,Petrol,4x4,11.5 l/100km,263 g/km,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,135449.0
Aston Martin,V12 Vantage,Netherlands,8/2012,23 557 km,510 hp,Manual,Petrol,4x2,,,Blue,Grey interior,Alcantara interior,Coupe,2/3 doors,2.0,135449.0
BMW,X7,Netherlands,3/2022,14 000 km,523 hp,Automatic,Petrol,4x4,11.7 l/100km,280 g/km,Brown,Brown interior,Full leather interior,SUV / offroad,4/5 doors,7.0,135449.0
Maserati,Grecale,Belgium,8/2024,12 500 km,523 hp,Automatic,Petrol,4x4,10.6 l/100km,254 g/km,Silver,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5.0,135449.0
Audi,RS6,Netherlands,10/2020,73 260 km,591 hp,Automatic,Petrol,4x4,12.1 l/100km,263 g/km,Black,Black interior,Full leather interior,Station Wagon,4/5 doors,5.0,135449.0
Porsche,991,Germany,7/2018,90 061 km,573 hp,Automatic,Petrol,4x4,9 l/100km,216 g/km,Silver,Black interior,Full leather interior,Cabriolet,2/3 doors,4.0,135449.0
Jaguar,F-Type,Belgium,1/2024,10 km,567 hp,Automatic,Petrol,4x4,11 l/100km,252 g/km,Black,Brown interior,Full leather interior,Coupe,2/3 doors,2.0,135449.0
Porsche,Cayenne,Belgium,4/2022,48 500 km,542 hp,Automatic,Petrol,4x4,13.5 l/100km,267 g/km,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,4.0,135449.0
Aston Martin,Vanquish,Germany,6/2014,99 290 km,565 hp,Automatic,Petrol,4x2,14.4 l/100km,343 g/km,Grey,Black interior,Full leather interior,Coupe,2/3 doors,2.0,135449.0
BMW,M3,Germany,4/2023,7 171 km,543 hp,Automatic,Petrol,4x2,10.8 l/100km,248 g/km,White,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5.0,132449.0
Audi,RS6,Germany,4/2023,13 500 km,591 hp,Automatic,Petrol,4x4,12.1 l/100km,263 g/km,Grey,Black interior,Full leather interior,Station Wagon,4/5 doors,5.0,132449.0
