Make,Model,Location,First registration,Mileage,Power,Transmission,Fuel,Drive type,Consumption,CO2 emissions,Body color,Interior color,Interior material,Body,Doors,Seats,Price
Citroën,C5 Aircross,Spain,7/2023,27 000 km,129 hp,Automatic,Diesel,4x2,5.2 l/100km,102 g/km,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,22949.0
Nissan,X-Trail,Germany,9/2024,4 500 km,211 hp,Automatic,Petrol,4x4,6.5 l/100km,146 g/km,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,51649.0
Suzuki,SX4 S-Cross,Netherlands,1/2024,9 393 km,127 hp,Manual,Petrol,4x2,,,Silver,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5.0,28449.0
Suzuki,Ignis,France,6/2020,13 300 km,90 hp,Manual,Petrol,4x2,4.7 l/100km,107 g/km,,Black interior,Other interior material,SUV / offroad,4/5 doors,4.0,15399.0
Peugeot,Rifter,Poland,1/2021,65 140 km,129 hp,Manual,Diesel,4x2,5.3 l/100km,115 g/km,Grey,,,MPV/VAN,4/5 doors,7.0,30199.0
Seat,Ibiza,Germany,8/2021,105 075 km,109 hp,Manual,Petrol,4x2,4.9 l/100km,111 g/km,White,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,15199.0
Opel,Adam,Germany,11/2015,127 000 km,148 hp,Manual,Petrol,4x2,6.3 l/100km,144 g/km,,Black interior,Full leather interior,Hatchback,2/3 doors,4.0,10599.0
Volkswagen,Passat,Austria,8/2019,108 400 km,118 hp,Automatic,Diesel,4x2,5.3 l/100km,120 g/km,Grey,Black interior,Alcantara interior,Station Wagon,4/5 doors,5.0,18499.0
Audi,A4,Italy,11/2022,29 555 km,161 hp,Automatic,Diesel,4x2,4.1 l/100km,108 g/km,Black,Grey interior,Cloth interior,Station Wagon,4/5 doors,5.0,40499.0
Audi,A1,Italy,2/2024,8 048 km,109 hp,Automatic,Petrol,4x2,4.9 l/100km,112 g/km,White,Grey interior,Cloth interior,Hatchback,4/5 doors,5.0,32249.0
Mazda,CX-5,Germany,7/2024,4 km,192 hp,Automatic,Petrol,4x2,7.2 l/100km,163 g/km,Black,Grey interior,Other interior material,SUV / offroad,4/5 doors,5.0,40549.0
Porsche,992,Italy,7/2020,37 000 km,444 hp,Automatic,Petrol,4x2,9.6 l/100km,220 g/km,Grey,Other interior color,Other interior material,Coupe,2/3 doors,4.0,133399.0
Kia,Ceed,Germany,10/2024,35 km,138 hp,Automatic,Petrol,4x2,6.1 l/100km,137 g/km,Black,Other interior color,Part leather interior,Station Wagon,4/5 doors,5.0,35849.0
Suzuki,Swift,Germany,3/2023,8 500 km,127 hp,Manual,Petrol,4x2,,,Blue,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,24449.0
Nissan,Juke,Italy,5/2020,49 639 km,115 hp,Manual,Petrol,4x2,4.9 l/100km,112 g/km,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,19949.0
Volkswagen,Golf,Germany,8/2024,0 km,148 hp,Manual,Petrol,4x2,5.3 l/100km,120 g/km,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,27299.0
Volkswagen,Golf,Germany,4/2024,1 900 km,148 hp,Automatic,Petrol,4x2,5.4 l/100km,124 g/km,Blue,Black interior,Velour interior,Station Wagon,4/5 doors,5.0,39449.0
Fiat,500C,Germany,10/2020,22 488 km,68 hp,Manual,Petrol,4x2,3.9 l/100km,88 g/km,Grey,Grey interior,Other interior material,Cabriolet,2/3 doors,4.0,12849.0
Renault,Trafic,Germany,6/2021,166 400 km,143 hp,Manual,Diesel,4x2,6.9 l/100km,174 g/km,Grey,Black interior,Cloth interior,Cargo VAN,4/5 doors,6.0,21299.0
Volkswagen,Taigo,Germany,10/2023,23 506 km,94 hp,Manual,Petrol,4x2,4.7 l/100km,108 g/km,Green,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,22499.0
Kia,XCeed,Germany,10/2024,2 km,138 hp,Manual,Petrol,4x2,1.4 l/100km,29 g/km,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,25749.0
Volkswagen,Golf,Germany,3/2024,9 700 km,148 hp,Automatic,Petrol,4x2,5.4 l/100km,124 g/km,Grey,Black interior,Velour interior,Station Wagon,4/5 doors,5.0,36849.0
Ford,Fiesta,Germany,10/2018,99 700 km,99 hp,Manual,Petrol,4x2,4.9 l/100km,112 g/km,Red,Other interior color,Other interior material,Hatchback,4/5 doors,5.0,12199.0
Audi,A6,Germany,4/2024,26 127 km,261 hp,Automatic,Petrol,4x2,7 l/100km,160 g/km,Blue,Black interior,Part leather interior,Station Wagon,4/5 doors,5.0,56199.0
Mazda,CX-30,Germany,5/2024,8 193 km,148 hp,Automatic,Petrol,4x2,6.3 l/100km,143 g/km,White,Other interior color,Part leather interior,SUV / offroad,4/5 doors,5.0,31999.0
BMW,116,Spain,5/2020,97 000 km,114 hp,Automatic,Diesel,4x2,3.8 l/100km,101 g/km,,Other interior color,Other interior material,Hatchback,4/5 doors,5.0,23499.0
Cupra,Leon,Germany,10/2024,10 km,148 hp,Automatic,Petrol,4x2,5 l/100km,115 g/km,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5.0,32999.0
Fiat,Punto,Germany,11/2015,24 400 km,68 hp,Manual,Petrol,4x2,5.4 l/100km,126 g/km,White,Other interior color,Cloth interior,Hatchback,4/5 doors,5.0,7849.0
BMW,430,Germany,1/2024,15 000 km,241 hp,Automatic,Petrol,4x4,,,Green,Other interior color,Full leather interior,Cabriolet,2/3 doors,4.0,58399.0
BMW,430 Gran Coupé,Germany,3/2024,6 858 km,282 hp,Automatic,Diesel,4x4,,,Red,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5.0,60599.0
DS Automobiles,DS7 Crossback,Germany,6/2021,39 400 km,177 hp,Automatic,Diesel,4x2,4.9 l/100km,128 g/km,Brown,Brown interior,Full leather interior,SUV / offroad,4/5 doors,5.0,34099.0
Ford,Kuga,Germany,6/2020,69 000 km,148 hp,Manual,Diesel,4x2,5.8 l/100km,152 g/km,Silver,Black interior,Part leather interior,SUV / offroad,4/5 doors,5.0,23949.0
Volkswagen,Tiguan,Germany,8/2024,0 km,190 hp,Automatic,Diesel,4x4,5.5 l/100km,143 g/km,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,67999.0
Mercedes-Benz,E 300,Germany,12/2022,29 900 km,282 hp,Automatic,Diesel,4x4,,,Brown,Other interior color,Full leather interior,Station Wagon,4/5 doors,5.0,49949.0
Kia,Sportage,Germany,11/2024,15 km,158 hp,Automatic,Petrol,4x2,6.3 l/100km,142 g/km,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5.0,38949.0
Ford,Tourneo Connect,Germany,3/2018,74 520 km,118 hp,Manual,Diesel,4x2,4.6 l/100km,119 g/km,Grey,Black interior,Cloth interior,MPV/VAN,4/5 doors,5.0,21099.0
Ford,Focus,Netherlands,11/2019,91 825 km,123 hp,Manual,Petrol,4x2,5.6 l/100km,112 g/km,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5.0,17049.0
MINI,Cooper S,Netherlands,1/2024,10 km,201 hp,Automatic,Petrol,4x2,5.8 l/100km,121 g/km,Green,Grey interior,Full leather interior,Hatchback,2/3 doors,4.0,54849.0
Cupra,Ateca,Germany,7/2019,77 510 km,296 hp,Automatic,Petrol,4x4,9 l/100km,175 g/km,Black,Grey interior,Alcantara interior,SUV / offroad,4/5 doors,5.0,28199.0
Volkswagen,Caddy,France,9/2024,10 km,121 hp,Automatic,Diesel,4x2,4.6 l/100km,122 g/km,Grey,Other interior color,Other interior material,Cargo VAN,4/5 doors,7.0,39149.0
Volkswagen,Caddy,Germany,7/2021,19 334 km,113 hp,Manual,Petrol,4x2,5.8 l/100km,130 g/km,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,2.0,28499.0
BMW,530,Germany,3/2021,99 005 km,282 hp,Automatic,Diesel,4x4,5.8 l/100km,154 g/km,Blue,Black interior,Full leather interior,Station Wagon,4/5 doors,5.0,48899.0
Hyundai,i30,Germany,9/2024,10 km,99 hp,Manual,Petrol,4x2,4.9 l/100km,111 g/km,Grey,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5.0,25099.0
Nissan,Juke,France,10/2024,10 km,113 hp,Automatic,Petrol,4x2,,,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,25199.0
Volkswagen,T-Cross,Italy,8/2024,0 km,114 hp,Manual,Petrol,4x2,5.1 l/100km,114 g/km,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,38199.0
Mercedes-Benz,A 35 AMG,Germany,10/2023,24 808 km,302 hp,Automatic,Petrol,4x4,,,White,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5.0,52149.0
Nissan,Qashqai,Italy,5/2024,100 km,156 hp,Automatic,Petrol,4x2,6.3 l/100km,142 g/km,White,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,32249.0
Renault,Clio,Germany,9/2022,9 217 km,66 hp,Manual,Petrol,4x2,5.2 l/100km,112 g/km,Grey,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,15799.0
Škoda,Superb,Germany,8/2024,10 km,148 hp,Automatic,Diesel,4x2,4.5 l/100km,117 g/km,Beige,Black interior,Cloth interior,Station Wagon,4/5 doors,5.0,41599.0
Mazda,MX-5,Germany,7/2023,11 450 km,130 hp,Manual,Petrol,4x2,6.3 l/100km,143 g/km,Grey,Black interior,Alcantara interior,Cabriolet,2/3 doors,2.0,28849.0
Seat,Leon,Germany,8/2020,41 750 km,114 hp,Manual,Diesel,4x2,4.2 l/100km,109 g/km,White,Grey interior,Cloth interior,Station Wagon,4/5 doors,5.0,20399.0
Ford,Transit Custom,Germany,9/2020,45 800 km,103 hp,Manual,Diesel,4x2,7.5 l/100km,165 g/km,White,Other interior color,Other interior material,Cargo VAN,4/5 doors,3.0,23649.0
BMW,M135,Germany,1/2024,8 854 km,302 hp,Automatic,Petrol,4x4,,,White,Black interior,Part leather interior,Hatchback,4/5 doors,5.0,42549.0
Dacia,Sandero,Austria,11/2024,15 km,90 hp,Manual,Petrol,4x2,5.3 l/100km,126 g/km,Beige,Other interior color,Cloth interior,Hatchback,4/5 doors,5.0,19099.0
Mercedes-Benz,E 300,Germany,7/2017,136 000 km,241 hp,Automatic,Petrol,4x2,6.9 l/100km,158 g/km,Blue,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5.0,28349.0
Volkswagen,Polo,Germany,11/2020,51 000 km,197 hp,Automatic,Petrol,4x2,6.1 l/100km,140 g/km,Red,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,21499.0
Opel,Movano,Netherlands,1/2019,126 290 km,129 hp,Manual,Diesel,4x2,8.2 l/100km,216 g/km,White,Black interior,Cloth interior,Cargo VAN,2/3 doors,2.0,30449.0
BMW,320,Austria,4/2024,16 000 km,188 hp,Automatic,Diesel,4x4,5.3 l/100km,141 g/km,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5.0,56299.0
BMW,118,Italy,2/2021,69 001 km,134 hp,Automatic,Petrol,4x2,5 l/100km,114 g/km,Blue,Grey interior,Cloth interior,Hatchback,4/5 doors,5.0,26999.0
Nissan,Juke,Netherlands,8/2020,76 974 km,115 hp,Manual,Petrol,4x2,,,White,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,18999.0
Mercedes-Benz,GLC 300,Germany,11/2022,31 254 km,255 hp,Automatic,Petrol,4x4,,,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,5.0,62649.0
Opel,Astra,Germany,9/2024,1 500 km,134 hp,Automatic,Petrol,4x2,4.5 l/100km,102 g/km,Black,Black interior,Alcantara interior,Station Wagon,4/5 doors,5.0,37349.0
Jeep,Compass,Italy,4/2024,10 km,129 hp,Manual,Diesel,4x2,4.7 l/100km,122 g/km,White,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,43999.0
Porsche,991,Germany,6/2019,17 900 km,444 hp,Automatic,Petrol,4x4,9.9 l/100km,225 g/km,Black,Black interior,Full leather interior,Cabriolet,2/3 doors,4.0,153199.0
Maserati,Levante,Germany,9/2020,55 000 km,523 hp,Automatic,Petrol,4x4,,,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,73349.0
Audi,A3,Germany,8/2024,0 km,148 hp,Automatic,Diesel,4x2,4.6 l/100km,102 g/km,Blue,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5.0,58399.0
Volvo,XC60,Luxembourg,4/2020,113 940 km,188 hp,Automatic,Diesel,4x4,5.8 l/100km,147 g/km,Blue,Brown interior,Full leather interior,SUV / offroad,4/5 doors,5.0,29649.0
Volkswagen,T-Roc,Italy,8/2024,10 km,114 hp,Manual,Petrol,4x2,6 l/100km,118 g/km,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,30149.0
Toyota,Proace,Netherlands,9/2024,5 km,142 hp,Manual,Diesel,4x2,,,Grey,Black interior,Cloth interior,Cargo VAN,2/3 doors,3.0,48999.0
Jaguar,F-Pace,Germany,4/2021,67 000 km,177 hp,Automatic,Diesel,4x4,5.2 l/100km,137 g/km,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,34649.0
Audi,A6,Germany,2/2021,100 756 km,282 hp,Automatic,Diesel,4x4,5.8 l/100km,157 g/km,Red,Black interior,Velour interior,Station Wagon,4/5 doors,5.0,36249.0
BMW,M5,Germany,7/2021,34 710 km,617 hp,Automatic,Petrol,4x4,11.3 l/100km,258 g/km,Red,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5.0,97649.0
Škoda,Fabia,Spain,2/2024,16 723 km,94 hp,Manual,Petrol,4x2,,,Grey,Other interior color,Other interior material,Hatchback,4/5 doors,5.0,18599.0
Nissan,Qashqai,Italy,11/2021,63 592 km,138 hp,Manual,Petrol,4x2,5.7 l/100km,121 g/km,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,22049.0
Audi,Q3,Spain,11/2024,1 km,148 hp,Automatic,Petrol,4x2,6.5 l/100km,135 g/km,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,47099.0
Volkswagen,T6 Transporter,Germany,6/2024,250 km,148 hp,Manual,Diesel,4x2,7 l/100km,184 g/km,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,3.0,49999.0
Hyundai,i30,Germany,6/2024,50 km,276 hp,Automatic,Petrol,4x2,7.7 l/100km,176 g/km,Blue,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5.0,38199.0
DR Automobiles,4,Italy,8/2022,32 842 km,115 hp,Manual,LPG,4x2,8.2 l/100km,158 g/km,Red,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,15849.0
Audi,A1,Belgium,2/2014,171 834 km,84 hp,Manual,Petrol,4x2,5.1 l/100km,118 g/km,White,Black interior,Cloth interior,Hatchback,4/5 doors,4.0,7899.0
Audi,A1,Poland,1/2024,12 092 km,148 hp,Automatic,Petrol,4x2,5.1 l/100km,117 g/km,Red,,,Hatchback,4/5 doors,4.0,32599.0
Volkswagen,Tiguan Allspace,Germany,3/2024,18 709 km,188 hp,Automatic,Petrol,4x4,6.8 l/100km,156 g/km,Grey,Black interior,Part leather interior,SUV / offroad,4/5 doors,7.0,45249.0
Hyundai,i30,Germany,5/2020,38 400 km,98 hp,Manual,Petrol,4x2,6.2 l/100km,141 g/km,White,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5.0,17249.0
BMW,118,Germany,1/2018,170 000 km,134 hp,Manual,Petrol,4x2,,,Black,Grey interior,Cloth interior,Hatchback,4/5 doors,5.0,10649.0
Lamborghini,Urus,Germany,11/2023,12 000 km,657 hp,Automatic,Other fuel type,4x4,14.2 l/100km,325 g/km,Green,Other interior color,Alcantara interior,SUV / offroad,4/5 doors,4.0,349249.0
Volkswagen,T-Roc,Germany,3/2024,6 742 km,109 hp,Manual,Petrol,4x2,6 l/100km,118 g/km,Red,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,28699.0
Opel,Astra,Germany,2/2016,94 907 km,114 hp,Manual,Petrol,4x2,6.2 l/100km,145 g/km,Brown,Other interior color,Cloth interior,Station Wagon,4/5 doors,5.0,10299.0
Kia,Stonic,Germany,1/2023,10 km,83 hp,Manual,Petrol,4x2,5.1 l/100km,116 g/km,Black,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5.0,18799.0
Mazda,3,Germany,9/2015,111 167 km,118 hp,Manual,Petrol,4x2,5.1 l/100km,119 g/km,Red,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5.0,12899.0
Volkswagen,Tiguan,Germany,4/2014,142 000 km,121 hp,Manual,Petrol,4x2,6.5 l/100km,152 g/km,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,9299.0
Volkswagen,T-Roc,Germany,8/2024,0 km,148 hp,Automatic,Petrol,4x2,6.4 l/100km,130 g/km,Blue,Other interior color,Cloth interior,Cabriolet,4/5 doors,5.0,52649.0
Škoda,Kodiaq,Germany,9/2021,104 000 km,197 hp,Automatic,Diesel,4x4,6.3 l/100km,140 g/km,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,30599.0
Volkswagen,Caddy,Germany,4/2019,42 350 km,109 hp,Manual,Petrol,4x2,5.8 l/100km,130 g/km,White,Black interior,Cloth interior,Cargo VAN,4/5 doors,5.0,17849.0
Volkswagen,Tiguan,Germany,2/2024,10 200 km,148 hp,Automatic,Diesel,4x2,4.5 l/100km,119 g/km,Blue,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,41099.0
Volkswagen,Tiguan,Germany,9/2022,18 572 km,148 hp,Automatic,Petrol,4x2,5.8 l/100km,133 g/km,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,32049.0
Toyota,Aygo,Germany,10/2021,14 370 km,71 hp,Manual,Petrol,4x2,4.1 l/100km,95 g/km,,Other interior color,Part leather interior,Hatchback,4/5 doors,4.0,13899.0
Nissan,Qashqai,Italy,3/2021,40 828 km,138 hp,Manual,Petrol,4x2,5.3 l/100km,121 g/km,Grey,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5.0,20999.0
Mitsubishi,Eclipse Cross,Italy,10/2021,64 326 km,161 hp,Manual,Petrol,4x2,7.8 l/100km,159 g/km,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,16349.0
Nissan,Qashqai,Germany,9/2023,15 380 km,188 hp,Automatic,Petrol,4x2,,,Grey,Black interior,Cloth interior,SUV / offroad,4/5 doors,5.0,35149.0
Peugeot,208,Italy,8/2023,7 000 km,74 hp,Manual,Petrol,4x2,5.3 l/100km,94 g/km,Silver,Grey interior,Cloth interior,Hatchback,4/5 doors,5.0,15799.0
Mercedes-Benz,CLA 250,Germany,1/2021,75 415 km,221 hp,Automatic,Petrol,4x2,6.2 l/100km,142 g/km,Grey,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5.0,34849.0
Volkswagen,Golf,Germany,8/2022,16 682 km,109 hp,Manual,Petrol,4x2,4.7 l/100km,108 g/km,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5.0,24349.0
Volkswagen,T-Roc,France,6/2020,45 210 km,150 hp,Automatic,Petrol,4x2,6.4 l/100km,130 g/km,,Other interior color,Other interior material,Cabriolet,4/5 doors,4.0,28899.0
Audi,Q5,Germany,4/2024,26 700 km,201 hp,Automatic,Diesel,4x4,5.4 l/100km,142 g/km,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,52199.0
Škoda,Fabia,Netherlands,11/2020,74 635 km,94 hp,Manual,Petrol,4x2,4.6 l/100km,105 g/km,Blue,Grey interior,Cloth interior,Station Wagon,4/5 doors,5.0,14549.0
Volkswagen,Golf,Germany,8/2014,77 560 km,123 hp,Manual,Petrol,4x2,5.2 l/100km,144 g/km,Black,Other interior color,Cloth interior,Hatchback,2/3 doors,5.0,12899.0
BMW,X2,Belgium,2/2021,45 000 km,176 hp,Automatic,Petrol,4x4,6.3 l/100km,143 g/km,Grey,Brown interior,Full leather interior,SUV / offroad,4/5 doors,5.0,36599.0
Mitsubishi,Colt,Germany,2/2024,15 156 km,90 hp,Manual,Petrol,4x2,,,Red,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,19299.0
Ford,Kuga,France,10/2024,10 km,148 hp,Manual,Petrol,4x2,6.6 l/100km,125 g/km,Green,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,29949.0
Volkswagen,T6 California,Germany,5/2024,2 242 km,148 hp,Automatic,Diesel,4x4,6.9 l/100km,179 g/km,Grey,Grey interior,Cloth interior,Cargo VAN,4/5 doors,4.0,79249.0
Audi,A3,France,9/2024,10 km,148 hp,Automatic,Petrol,4x2,5.6 l/100km,115 g/km,Black,Other interior color,Other interior material,Sedans / saloons,4/5 doors,5.0,38549.0
Volvo,V60 Cross Country,Germany,3/2017,75 047 km,148 hp,Automatic,Diesel,4x2,4.6 l/100km,120 g/km,Grey,Black interior,Full leather interior,Station Wagon,4/5 doors,5.0,22749.0
Cupra,Ateca,Germany,10/2024,4 950 km,296 hp,Automatic,Petrol,4x4,9 l/100km,175 g/km,White,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5.0,55299.0
Volkswagen,T-Cross,Germany,7/2024,999 km,114 hp,Automatic,Petrol,4x2,4.9 l/100km,113 g/km,Grey,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5.0,26699.0
BMW,X5 M,Austria,12/2019,129 000 km,394 hp,Automatic,Diesel,4x4,,,Black,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5.0,67799.0
Mercedes-Benz,A 180,Austria,5/2023,18 962 km,134 hp,Automatic,Petrol,4x2,5.9 l/100km,134 g/km,Black,Other interior color,Other interior material,Sedans / saloons,4/5 doors,5.0,35599.0
Maserati,Grecale,Italy,3/2024,15 000 km,295 hp,Automatic,Petrol,4x4,8.8 l/100km,220 g/km,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,71549.0
Audi,A1,Germany,9/2024,1 014 km,94 hp,Manual,Petrol,4x2,4.9 l/100km,112 g/km,Black,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,24399.0
Ford,Focus,Netherlands,11/2022,32 547 km,123 hp,Manual,Petrol,4x2,5.6 l/100km,108 g/km,Grey,Other interior color,Cloth interior,Station Wagon,4/5 doors,5.0,24999.0
Audi,A4,Italy,2/2021,78 475 km,148 hp,Automatic,Diesel,4x2,4.1 l/100km,108 g/km,Grey,Other interior color,Cloth interior,Station Wagon,4/5 doors,5.0,33499.0
Audi,A6,Germany,1/2021,164 750 km,201 hp,Automatic,Diesel,4x4,4.9 l/100km,129 g/km,Black,Other interior color,Other interior material,Station Wagon,4/5 doors,5.0,29899.0
Peugeot,308,Germany,3/2020,46 485 km,129 hp,Manual,Petrol,4x2,5.8 l/100km,124 g/km,Grey,Black interior,Cloth interior,Station Wagon,4/5 doors,5.0,15849.0
Land Rover,Discovery Sport,Germany,8/2024,25 km,197 hp,Automatic,Diesel,4x4,5.3 l/100km,140 g/km,Black,Beige interior,Full leather interior,SUV / offroad,4/5 doors,5.0,77549.0
Dodge,Charger,Germany,4/2021,43 230 km,300 hp,Automatic,Petrol,4x4,,,White,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5.0,41699.0
Seat,Ateca,Germany,4/2021,51 000 km,148 hp,Automatic,Diesel,4x4,5.5 l/100km,145 g/km,Green,Grey interior,Alcantara interior,SUV / offroad,4/5 doors,5.0,33049.0
Renault,Austral,Poland,1/2023,22 947 km,156 hp,Automatic,Petrol,4x2,,,Red,,,SUV / offroad,4/5 doors,5.0,32399.0
Fiat,500,Netherlands,4/2022,18 587 km,68 hp,Manual,Petrol,4x2,4.7 l/100km,88 g/km,Grey,Other interior color,Cloth interior,Hatchback,2/3 doors,4.0,14549.0
Opel,Astra,Germany,7/2021,58 710 km,121 hp,Manual,Diesel,4x2,3.5 l/100km,92 g/km,Black,Black interior,Cloth interior,Station Wagon,4/5 doors,5.0,16299.0
Volkswagen,Golf,Germany,9/2021,120 179 km,296 hp,Automatic,Petrol,4x2,6.6 l/100km,151 g/km,Black,Black interior,Part leather interior,Hatchback,4/5 doors,5.0,27249.0
Ford,Kuga,Austria,7/2023,25 000 km,188 hp,Automatic,Petrol,4x4,5.7 l/100km,120 g/km,Red,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,37849.0
Mercedes-Benz,S 350,Germany,12/2015,131 800 km,255 hp,Automatic,Diesel,4x4,,,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5.0,37649.0
Opel,Astra,Spain,7/2020,48 678 km,103 hp,Manual,Diesel,4x2,3.4 l/100km,90 g/km,White,Other interior color,Other interior material,Hatchback,4/5 doors,5.0,17599.0
Volkswagen,Polo,Germany,6/2021,55 882 km,94 hp,Manual,Petrol,4x2,5.2 l/100km,110 g/km,White,Black interior,Cloth interior,Hatchback,4/5 doors,5.0,16349.0
Nissan,Qashqai,Germany,2/2020,61 000 km,157 hp,Automatic,Petrol,4x2,5.8 l/100km,122 g/km,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5.0,20049.0
Audi,R8,Germany,6/2024,1 900 km,612 hp,Automatic,Petrol,4x4,,,Grey,Black interior,Full leather interior,Cabriolet,2/3 doors,2.0,227649.0
Volkswagen,T-Roc,Germany,12/2023,27 024 km,148 hp,Automatic,Petrol,4x2,6.4 l/100km,130 g/km,Grey,Black interior,Cloth interior,Cabriolet,4/5 doors,4.0,31799.0
Fiat,500C,Germany,4/2023,10 045 km,68 hp,Manual,Petrol,4x2,4.8 l/100km,88 g/km,Red,Black interior,Cloth interior,Cabriolet,2/3 doors,4.0,13299.0
Mercedes-Benz,GLS 400,Germany,12/2020,161 212 km,326 hp,Automatic,Diesel,4x4,,,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,7.0,70099.0
Volkswagen,Golf,Germany,3/2024,25 291 km,148 hp,Automatic,Diesel,4x2,3.9 l/100km,103 g/km,Black,Other interior color,Other interior material,Hatchback,4/5 doors,5.0,28249.0
BMW,530,Austria,6/2019,67 000 km,181 hp,Automatic,Petrol,4x4,,,Grey,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5.0,33499.0
Aixam,City,Germany,1/2021,9 213 km,8 hp,Automatic,Diesel,4x2,,,White,Black interior,Full leather interior,Hatchback,2/3 doors,2.0,12699.0
Cupra,Leon,Poland,1/2024,20 000 km,296 hp,Automatic,Petrol,4x2,6.7 l/100km,152 g/km,Grey,,,Station Wagon,4/5 doors,5.0,43399.0
Land Rover,Range Rover Evoque,Germany,9/2019,69 214 km,197 hp,Automatic,Petrol,4x4,7.7 l/100km,176 g/km,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5.0,33149.0
Audi,RS3,Germany,6/2024,5 990 km,394 hp,Automatic,Petrol,4x4,8.2 l/100km,188 g/km,White,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5.0,64799.0
Cupra,Formentor,Poland,1/2023,652 km,306 hp,Automatic,Petrol,4x4,7.7 l/100km,175 g/km,White,,Cloth interior,SUV / offroad,4/5 doors,5.0,43399.0
Ford,Kuga,Italy,7/2020,60 000 km,148 hp,Manual,Petrol,4x2,7 l/100km,158 g/km,Silver,Other interior color,Other interior material,SUV / offroad,4/5 doors,5.0,20999.0
Volkswagen,Golf,Germany,10/2021,91 054 km,148 hp,Automatic,Diesel,4x2,4 l/100km,106 g/km,Silver,Black interior,Cloth interior,Station Wagon,4/5 doors,5.0,26249.0
BMW,218 Gran Coupé,Germany,8/2020,56 485 km,138 hp,Manual,Petrol,4x2,,,Grey,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5.0,27699.0
